,date_of_service,toc_code,rid,location,gbtt_ptd,gbtt_pta,actual_td,actual_ta,late_canc_reason,arrivalDelay,departureDelay,previousJourney,nextJourney,previousArrivalDelay,previousDepartureDelay,nextArrivalDelay,nextDepartureDelay,previousStation,nextStation,numberOfStops
1,2017-09-14,LE,201709147101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:20:00,0 days 06:18:00,824.0,60.0,120.0,1020.0,660.0,,0.0,180.0,360.0,NRW,SMK,7
2,2017-09-14,LE,201709147101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:36:00,0 days 06:32:00,824.0,180.0,360.0,660.0,720.0,60.0,120.0,420.0,420.0,DIS,IPS,7
3,2017-09-14,LE,201709147101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:51:00,0 days 06:49:00,824.0,420.0,420.0,720.0,540.0,180.0,360.0,480.0,540.0,SMK,MNG,7
4,2017-09-14,LE,201709147101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 07:03:00,0 days 07:01:00,824.0,480.0,540.0,540.0,540.0,420.0,420.0,420.0,360.0,IPS,COL,7
5,2017-09-14,LE,201709147101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:11:00,0 days 07:10:00,824.0,420.0,360.0,540.0,3180.0,480.0,540.0,480.0,,MNG,LST,7
6,2017-09-14,LE,201709147101250,LST,,0 days 07:58:00,,0 days 08:06:00,824.0,480.0,,3180.0,,420.0,360.0,,,COL,,7
0,2017-09-15,LE,201709157101250,NRW,0 days 06:00:00,,0 days 05:59:00,,0.0,,-60.0,,1020.0,,,-60.0,0.0,,DIS,7
1,2017-09-15,LE,201709157101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:18:00,0 days 06:16:00,0.0,-60.0,0.0,1020.0,660.0,,-60.0,0.0,0.0,NRW,SMK,7
2,2017-09-15,LE,201709157101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:30:00,0 days 06:29:00,0.0,0.0,0.0,660.0,720.0,-60.0,0.0,-120.0,0.0,DIS,IPS,7
3,2017-09-15,LE,201709157101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:44:00,0 days 06:40:00,0.0,-120.0,0.0,720.0,540.0,0.0,0.0,0.0,0.0,SMK,MNG,7
4,2017-09-15,LE,201709157101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:54:00,0 days 06:53:00,0.0,0.0,0.0,540.0,540.0,-120.0,0.0,-60.0,-60.0,IPS,COL,7
5,2017-09-15,LE,201709157101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:04:00,0 days 07:02:00,0.0,-60.0,-60.0,540.0,3180.0,0.0,0.0,-300.0,,MNG,LST,7
6,2017-09-15,LE,201709157101250,LST,,0 days 07:58:00,,0 days 07:53:00,0.0,-300.0,,3180.0,,-60.0,-60.0,,,COL,,7
0,2017-09-18,LE,201709187101250,NRW,0 days 06:00:00,,0 days 06:00:00,,0.0,,0.0,,1020.0,,,-60.0,60.0,,DIS,7
1,2017-09-18,LE,201709187101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:19:00,0 days 06:16:00,0.0,-60.0,60.0,1020.0,660.0,,0.0,60.0,120.0,NRW,SMK,7
2,2017-09-18,LE,201709187101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:32:00,0 days 06:30:00,0.0,60.0,120.0,660.0,720.0,-60.0,60.0,0.0,0.0,DIS,IPS,7
3,2017-09-18,LE,201709187101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:44:00,0 days 06:42:00,0.0,0.0,0.0,720.0,540.0,60.0,120.0,60.0,60.0,SMK,MNG,7
4,2017-09-18,LE,201709187101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:55:00,0 days 06:54:00,0.0,60.0,60.0,540.0,540.0,0.0,0.0,0.0,-60.0,IPS,COL,7
5,2017-09-18,LE,201709187101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:04:00,0 days 07:03:00,0.0,0.0,-60.0,540.0,3180.0,60.0,60.0,840.0000000000036,,MNG,LST,7
6,2017-09-18,LE,201709187101250,LST,,0 days 07:58:00,,0 days 08:12:00,0.0,840.0000000000036,,3180.0,,0.0,-60.0,,,COL,,7
0,2017-09-19,LE,201709197101250,NRW,0 days 06:00:00,,0 days 05:59:00,,0.0,,-60.0,,1020.0,,,-60.0,60.0,,DIS,7
1,2017-09-19,LE,201709197101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:19:00,0 days 06:16:00,0.0,-60.0,60.0,1020.0,660.0,,-60.0,120.0,120.0,NRW,SMK,7
2,2017-09-19,LE,201709197101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:32:00,0 days 06:31:00,0.0,120.0,120.0,660.0,720.0,-60.0,60.0,60.0,60.0,DIS,IPS,7
3,2017-09-19,LE,201709197101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:45:00,0 days 06:43:00,0.0,60.0,60.0,720.0,540.0,120.0,120.0,120.0,120.0,SMK,MNG,7
4,2017-09-19,LE,201709197101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:56:00,0 days 06:55:00,0.0,120.0,120.0,540.0,540.0,60.0,60.0,60.0,0.0,IPS,COL,7
5,2017-09-19,LE,201709197101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:05:00,0 days 07:04:00,0.0,60.0,0.0,540.0,3180.0,120.0,120.0,-300.0,,MNG,LST,7
6,2017-09-19,LE,201709197101250,LST,,0 days 07:58:00,,0 days 07:53:00,0.0,-300.0,,3180.0,,60.0,0.0,,,COL,,7
0,2017-09-20,LE,201709207101250,NRW,0 days 06:00:00,,0 days 05:59:00,,0.0,,-60.0,,1020.0,,,-60.0,0.0,,DIS,7
1,2017-09-20,LE,201709207101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:18:00,0 days 06:16:00,0.0,-60.0,0.0,1020.0,660.0,,-60.0,60.0,60.0,NRW,SMK,7
2,2017-09-20,LE,201709207101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:31:00,0 days 06:30:00,0.0,60.0,60.0,660.0,720.0,-60.0,0.0,-60.0,-60.0,DIS,IPS,7
3,2017-09-20,LE,201709207101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:43:00,0 days 06:41:00,0.0,-60.0,-60.0,720.0,540.0,60.0,60.0,0.0,0.0,SMK,MNG,7
4,2017-09-20,LE,201709207101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:54:00,0 days 06:53:00,0.0,0.0,0.0,540.0,540.0,-60.0,-60.0,-60.0,-60.0,IPS,COL,7
5,2017-09-20,LE,201709207101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:04:00,0 days 07:02:00,0.0,-60.0,-60.0,540.0,3180.0,0.0,0.0,-180.0,,MNG,LST,7
6,2017-09-20,LE,201709207101250,LST,,0 days 07:58:00,,0 days 07:55:00,0.0,-180.0,,3180.0,,-60.0,-60.0,,,COL,,7
0,2017-09-21,LE,201709217101250,NRW,0 days 06:00:00,,0 days 05:59:00,,0.0,,-60.0,,1020.0,,,-60.0,0.0,,DIS,7
1,2017-09-21,LE,201709217101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:18:00,0 days 06:16:00,0.0,-60.0,0.0,1020.0,660.0,,-60.0,0.0,0.0,NRW,SMK,7
2,2017-09-21,LE,201709217101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:30:00,0 days 06:29:00,0.0,0.0,0.0,660.0,720.0,-60.0,0.0,120.0,120.0,DIS,IPS,7
3,2017-09-21,LE,201709217101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:46:00,0 days 06:44:00,0.0,120.0,120.0,720.0,540.0,0.0,0.0,180.0,240.0,SMK,MNG,7
4,2017-09-21,LE,201709217101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:58:00,0 days 06:56:00,0.0,180.0,240.0,540.0,540.0,120.0,120.0,120.0,60.0,IPS,COL,7
5,2017-09-21,LE,201709217101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:06:00,0 days 07:05:00,0.0,120.0,60.0,540.0,3180.0,180.0,240.0,-300.0,,MNG,LST,7
6,2017-09-21,LE,201709217101250,LST,,0 days 07:58:00,,0 days 07:53:00,0.0,-300.0,,3180.0,,120.0,60.0,,,COL,,7
0,2017-09-22,LE,201709227101250,NRW,0 days 06:00:00,,0 days 05:59:00,,0.0,,-60.0,,1020.0,,,-60.0,60.0,,DIS,7
1,2017-09-22,LE,201709227101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:19:00,0 days 06:16:00,0.0,-60.0,60.0,1020.0,660.0,,-60.0,60.0,60.0,NRW,SMK,7
2,2017-09-22,LE,201709227101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:31:00,0 days 06:30:00,0.0,60.0,60.0,660.0,720.0,-60.0,60.0,-60.0,-60.0,DIS,IPS,7
3,2017-09-22,LE,201709227101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:43:00,0 days 06:41:00,0.0,-60.0,-60.0,720.0,540.0,60.0,60.0,-60.0,0.0,SMK,MNG,7
4,2017-09-22,LE,201709227101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:54:00,0 days 06:52:00,0.0,-60.0,0.0,540.0,540.0,-60.0,-60.0,-60.0,-60.0,IPS,COL,7
5,2017-09-22,LE,201709227101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:04:00,0 days 07:02:00,0.0,-60.0,-60.0,540.0,3180.0,-60.0,0.0,-300.0,,MNG,LST,7
6,2017-09-22,LE,201709227101250,LST,,0 days 07:58:00,,0 days 07:53:00,0.0,-300.0,,3180.0,,-60.0,-60.0,,,COL,,7
0,2017-09-25,LE,201709257101250,NRW,0 days 06:00:00,,0 days 05:59:00,,0.0,,-60.0,,1020.0,,,0.0,60.0,,DIS,7
1,2017-09-25,LE,201709257101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:19:00,0 days 06:17:00,0.0,0.0,60.0,1020.0,660.0,,-60.0,120.0,120.0,NRW,SMK,7
2,2017-09-25,LE,201709257101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:32:00,0 days 06:31:00,0.0,120.0,120.0,660.0,720.0,0.0,60.0,60.0,0.0,DIS,IPS,7
3,2017-09-25,LE,201709257101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:44:00,0 days 06:43:00,0.0,60.0,0.0,720.0,540.0,120.0,120.0,0.0,60.0,SMK,MNG,7
4,2017-09-25,LE,201709257101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:55:00,0 days 06:53:00,0.0,0.0,60.0,540.0,540.0,60.0,0.0,60.0,-60.0,IPS,COL,7
5,2017-09-25,LE,201709257101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:04:00,0 days 07:04:00,0.0,60.0,-60.0,540.0,3180.0,0.0,60.0,-120.0,,MNG,LST,7
6,2017-09-25,LE,201709257101250,LST,,0 days 07:58:00,,0 days 07:56:00,0.0,-120.0,,3180.0,,60.0,-60.0,,,COL,,7
0,2017-09-26,LE,201709267101250,NRW,0 days 06:00:00,,0 days 06:00:00,,0.0,,0.0,,1020.0,,,0.0,60.0,,DIS,7
1,2017-09-26,LE,201709267101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:19:00,0 days 06:17:00,0.0,0.0,60.0,1020.0,660.0,,0.0,120.0,120.0,NRW,SMK,7
2,2017-09-26,LE,201709267101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:32:00,0 days 06:31:00,0.0,120.0,120.0,660.0,720.0,0.0,60.0,0.0,0.0,DIS,IPS,7
3,2017-09-26,LE,201709267101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:44:00,0 days 06:42:00,0.0,0.0,0.0,720.0,540.0,120.0,120.0,60.0,120.0,SMK,MNG,7
4,2017-09-26,LE,201709267101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:56:00,0 days 06:54:00,0.0,60.0,120.0,540.0,540.0,0.0,0.0,0.0,0.0,IPS,COL,7
5,2017-09-26,LE,201709267101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:05:00,0 days 07:03:00,0.0,0.0,0.0,540.0,3180.0,60.0,120.0,-180.0,,MNG,LST,7
6,2017-09-26,LE,201709267101250,LST,,0 days 07:58:00,,0 days 07:55:00,0.0,-180.0,,3180.0,,0.0,0.0,,,COL,,7
0,2017-09-27,LE,201709277101250,NRW,0 days 06:00:00,,0 days 05:59:00,,0.0,,-60.0,,1020.0,,,0.0,60.0,,DIS,7
1,2017-09-27,LE,201709277101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:19:00,0 days 06:17:00,0.0,0.0,60.0,1020.0,660.0,,-60.0,120.0,120.0,NRW,SMK,7
2,2017-09-27,LE,201709277101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:32:00,0 days 06:31:00,0.0,120.0,120.0,660.0,720.0,0.0,60.0,0.0,0.0,DIS,IPS,7
3,2017-09-27,LE,201709277101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:44:00,0 days 06:42:00,0.0,0.0,0.0,720.0,540.0,120.0,120.0,0.0,60.0,SMK,MNG,7
4,2017-09-27,LE,201709277101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:55:00,0 days 06:53:00,0.0,0.0,60.0,540.0,540.0,0.0,0.0,0.0,-60.0,IPS,COL,7
5,2017-09-27,LE,201709277101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:04:00,0 days 07:03:00,0.0,0.0,-60.0,540.0,3180.0,0.0,60.0,-180.0,,MNG,LST,7
6,2017-09-27,LE,201709277101250,LST,,0 days 07:58:00,,0 days 07:55:00,0.0,-180.0,,3180.0,,0.0,-60.0,,,COL,,7
0,2017-09-28,LE,201709287101250,NRW,0 days 06:00:00,,0 days 05:59:00,,0.0,,-60.0,,1020.0,,,0.0,120.0,,DIS,7
1,2017-09-28,LE,201709287101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:20:00,0 days 06:17:00,0.0,0.0,120.0,1020.0,660.0,,-60.0,120.0,180.0,NRW,SMK,7
2,2017-09-28,LE,201709287101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:33:00,0 days 06:31:00,0.0,120.0,180.0,660.0,720.0,0.0,120.0,60.0,60.0,DIS,IPS,7
3,2017-09-28,LE,201709287101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:45:00,0 days 06:43:00,0.0,60.0,60.0,720.0,540.0,120.0,180.0,120.0,180.0,SMK,MNG,7
4,2017-09-28,LE,201709287101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:57:00,0 days 06:55:00,0.0,120.0,180.0,540.0,540.0,60.0,60.0,120.0,60.0,IPS,COL,7
5,2017-09-28,LE,201709287101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:06:00,0 days 07:05:00,0.0,120.0,60.0,540.0,3180.0,120.0,180.0,-120.0,,MNG,LST,7
6,2017-09-28,LE,201709287101250,LST,,0 days 07:58:00,,0 days 07:56:00,0.0,-120.0,,3180.0,,120.0,60.0,,,COL,,7
0,2017-09-29,LE,201709297101250,NRW,0 days 06:00:00,,0 days 05:59:00,,0.0,,-60.0,,1020.0,,,0.0,60.0,,DIS,7
1,2017-09-29,LE,201709297101250,DIS,0 days 06:18:00,0 days 06:17:00,0 days 06:19:00,0 days 06:17:00,0.0,0.0,60.0,1020.0,660.0,,-60.0,60.0,60.0,NRW,SMK,7
2,2017-09-29,LE,201709297101250,SMK,0 days 06:30:00,0 days 06:29:00,0 days 06:31:00,0 days 06:30:00,0.0,60.0,60.0,660.0,720.0,0.0,60.0,0.0,0.0,DIS,IPS,7
3,2017-09-29,LE,201709297101250,IPS,0 days 06:44:00,0 days 06:42:00,0 days 06:44:00,0 days 06:42:00,0.0,0.0,0.0,720.0,540.0,60.0,60.0,60.0,60.0,SMK,MNG,7
4,2017-09-29,LE,201709297101250,MNG,0 days 06:54:00,0 days 06:53:00,0 days 06:55:00,0 days 06:54:00,0.0,60.0,60.0,540.0,540.0,0.0,0.0,0.0,-60.0,IPS,COL,7
5,2017-09-29,LE,201709297101250,COL,0 days 07:05:00,0 days 07:03:00,0 days 07:04:00,0 days 07:03:00,0.0,0.0,-60.0,540.0,3180.0,60.0,60.0,-120.0,,MNG,LST,7
6,2017-09-29,LE,201709297101250,LST,,0 days 07:58:00,,0 days 07:56:00,0.0,-120.0,,3180.0,,0.0,-60.0,,,COL,,7
0,2017-08-28,LE,201708287033913,NRW,0 days 06:00:00,,0 days 05:59:00,,0.0,,-60.0,,1020.0,,,-60.0,0.0,,DIS,9
1,2017-08-28,LE,201708287033913,DIS,0 days 06:17:00,0 days 06:17:00,0 days 06:17:00,0 days 06:16:00,0.0,-60.0,0.0,1020.0,720.0,,-60.0,-60.0,0.0,NRW,SMK,9
2,2017-08-28,LE,201708287033913,SMK,0 days 06:29:00,0 days 06:29:00,0 days 06:29:00,0 days 06:28:00,0.0,-60.0,0.0,720.0,720.0,-60.0,0.0,-120.0,-60.0,DIS,IPS,9
3,2017-08-28,LE,201708287033913,IPS,0 days 06:43:00,0 days 06:41:00,0 days 06:42:00,0 days 06:39:00,0.0,-120.0,-60.0,720.0,540.0,-60.0,0.0,-60.0,-60.0,SMK,MNG,9
4,2017-08-28,LE,201708287033913,MNG,0 days 06:53:00,0 days 06:52:00,0 days 06:52:00,0 days 06:51:00,0.0,-60.0,-60.0,540.0,540.0,-120.0,-60.0,-120.0,-60.0,IPS,COL,9
5,2017-08-28,LE,201708287033913,COL,0 days 07:03:00,0 days 07:02:00,0 days 07:02:00,0 days 07:00:00,0.0,-120.0,-60.0,540.0,720.0,-60.0,-60.0,-180.0,-60.0,MNG,WTM,9
6,2017-08-28,LE,201708287033913,WTM,0 days 07:16:00,0 days 07:15:00,0 days 07:15:00,0 days 07:12:00,0.0,-180.0,-60.0,720.0,540.0,-120.0,-60.0,-120.0,0.0,COL,CHM,9
7,2017-08-28,LE,201708287033913,CHM,0 days 07:26:00,0 days 07:25:00,0 days 07:26:00,0 days 07:23:00,0.0,-120.0,0.0,540.0,840.0,-180.0,-60.0,-240.0,,WTM,INT,9
8,2017-08-28,LE,201708287033913,INT,,0 days 07:40:00,,0 days 07:36:00,0.0,-240.0,,840.0,,-120.0,0.0,,,CHM,,9
0,2017-08-01,LE,201708017101255,NRW,0 days 06:24:00,,0 days 06:24:00,,0.0,,0.0,,1020.0,,,-60.0,0.0,,DIS,7
1,2017-08-01,LE,201708017101255,DIS,0 days 06:42:00,0 days 06:41:00,0 days 06:42:00,0 days 06:40:00,0.0,-60.0,0.0,1020.0,660.0,,0.0,0.0,60.0,NRW,SMK,7
2,2017-08-01,LE,201708017101255,SMK,0 days 06:54:00,0 days 06:53:00,0 days 06:55:00,0 days 06:53:00,0.0,0.0,60.0,660.0,720.0,-60.0,0.0,-60.0,-60.0,DIS,IPS,7
3,2017-08-01,LE,201708017101255,IPS,0 days 07:08:00,0 days 07:06:00,0 days 07:07:00,0 days 07:05:00,0.0,-60.0,-60.0,720.0,540.0,0.0,60.0,0.0,60.0,SMK,MNG,7
4,2017-08-01,LE,201708017101255,MNG,0 days 07:18:00,0 days 07:17:00,0 days 07:19:00,0 days 07:17:00,0.0,0.0,60.0,540.0,600.0,-60.0,-60.0,-120.0,-60.0,IPS,COL,7
5,2017-08-01,LE,201708017101255,COL,0 days 07:30:00,0 days 07:28:00,0 days 07:29:00,0 days 07:26:00,0.0,-120.0,-60.0,600.0,3240.0000000000036,0.0,60.0,-120.0,,MNG,LST,7
6,2017-08-01,LE,201708017101255,LST,,0 days 08:24:00,,0 days 08:22:00,0.0,-120.0,,3240.0000000000036,,-120.0,-60.0,,,COL,,7
0,2017-08-02,LE,201708027101255,NRW,0 days 06:24:00,,0 days 06:24:00,,0.0,,0.0,,1020.0,,,-60.0,0.0,,DIS,7
1,2017-08-02,LE,201708027101255,DIS,0 days 06:42:00,0 days 06:41:00,0 days 06:42:00,0 days 06:40:00,0.0,-60.0,0.0,1020.0,660.0,,0.0,0.0,0.0,NRW,SMK,7
2,2017-08-02,LE,201708027101255,SMK,0 days 06:54:00,0 days 06:53:00,0 days 06:54:00,0 days 06:53:00,0.0,0.0,0.0,660.0,720.0,-60.0,0.0,-60.0,-60.0,DIS,IPS,7
3,2017-08-02,LE,201708027101255,IPS,0 days 07:08:00,0 days 07:06:00,0 days 07:07:00,0 days 07:05:00,0.0,-60.0,-60.0,720.0,540.0,0.0,0.0,120.0,120.0,SMK,MNG,7
4,2017-08-02,LE,201708027101255,MNG,0 days 07:18:00,0 days 07:17:00,0 days 07:20:00,0 days 07:19:00,0.0,120.0,120.0,540.0,600.0,-60.0,-60.0,0.0,-60.0,IPS,COL,7
5,2017-08-02,LE,201708027101255,COL,0 days 07:30:00,0 days 07:28:00,0 days 07:29:00,0 days 07:28:00,0.0,0.0,-60.0,600.0,3240.0000000000036,120.0,120.0,0.0,,MNG,LST,7
6,2017-08-02,LE,201708027101255,LST,,0 days 08:24:00,,0 days 08:24:00,0.0,0.0,,3240.0000000000036,,0.0,-60.0,,,COL,,7
0,2017-08-03,LE,201708037101255,NRW,0 days 06:24:00,,0 days 06:23:00,,0.0,,-60.0,,1020.0,,,-120.0,0.0,,DIS,7
1,2017-08-03,LE,201708037101255,DIS,0 days 06:42:00,0 days 06:41:00,0 days 06:42:00,0 days 06:39:00,0.0,-120.0,0.0,1020.0,660.0,,-60.0,0.0,0.0,NRW,SMK,7
2,2017-08-03,LE,201708037101255,SMK,0 days 06:54:00,0 days 06:53:00,0 days 06:54:00,0 days 06:53:00,0.0,0.0,0.0,660.0,720.0,-120.0,0.0,0.0,60.0,DIS,IPS,7
3,2017-08-03,LE,201708037101255,IPS,0 days 07:08:00,0 days 07:06:00,0 days 07:09:00,0 days 07:06:00,0.0,0.0,60.0,720.0,540.0,0.0,0.0,60.0,60.0,SMK,MNG,7
4,2017-08-03,LE,201708037101255,MNG,0 days 07:18:00,0 days 07:17:00,0 days 07:19:00,0 days 07:18:00,0.0,60.0,60.0,540.0,600.0,0.0,60.0,-60.0,-60.0,IPS,COL,7
5,2017-08-03,LE,201708037101255,COL,0 days 07:30:00,0 days 07:28:00,0 days 07:29:00,0 days 07:27:00,0.0,-60.0,-60.0,600.0,3240.0000000000036,60.0,60.0,-60.0,,MNG,LST,7
6,2017-08-03,LE,201708037101255,LST,,0 days 08:24:00,,0 days 08:23:00,0.0,-60.0,,3240.0000000000036,,-60.0,-60.0,,,COL,,7
0,2017-08-04,LE,201708047101255,NRW,0 days 06:24:00,,0 days 06:24:00,,0.0,,0.0,,1020.0,,,-60.0,0.0,,DIS,7
1,2017-08-04,LE,201708047101255,DIS,0 days 06:42:00,0 days 06:41:00,0 days 06:42:00,0 days 06:40:00,0.0,-60.0,0.0,1020.0,660.0,,0.0,0.0,60.0,NRW,SMK,7
2,2017-08-04,LE,201708047101255,SMK,0 days 06:54:00,0 days 06:53:00,0 days 06:55:00,0 days 06:53:00,0.0,0.0,60.0,660.0,720.0,-60.0,0.0,0.0,0.0,DIS,IPS,7
3,2017-08-04,LE,201708047101255,IPS,0 days 07:08:00,0 days 07:06:00,0 days 07:08:00,0 days 07:06:00,0.0,0.0,0.0,720.0,540.0,0.0,60.0,0.0,60.0,SMK,MNG,7
4,2017-08-04,LE,201708047101255,MNG,0 days 07:18:00,0 days 07:17:00,0 days 07:19:00,0 days 07:17:00,0.0,0.0,60.0,540.0,600.0,0.0,0.0,-120.0,-60.0,IPS,COL,7
5,2017-08-04,LE,201708047101255,COL,0 days 07:30:00,0 days 07:28:00,0 days 07:29:00,0 days 07:26:00,0.0,-120.0,-60.0,600.0,3240.0000000000036,0.0,60.0,-180.0,,MNG,LST,7
6,2017-08-04,LE,201708047101255,LST,,0 days 08:24:00,,0 days 08:21:00,0.0,-180.0,,3240.0000000000036,,-120.0,-60.0,,,COL,,7
0,2017-08-07,LE,201708077101255,NRW,0 days 06:24:00,,0 days 06:24:00,,0.0,,0.0,,1020.0,,,-60.0,0.0,,DIS,7
1,2017-08-07,LE,201708077101255,DIS,0 days 06:42:00,0 days 06:41:00,0 days 06:42:00,0 days 06:40:00,0.0,-60.0,0.0,1020.0,660.0,,0.0,0.0,0.0,NRW,SMK,7
2,2017-08-07,LE,201708077101255,SMK,0 days 06:54:00,0 days 06:53:00,0 days 06:54:00,0 days 06:53:00,0.0,0.0,0.0,660.0,720.0,-60.0,0.0,0.0,-60.0,DIS,IPS,7
3,2017-08-07,LE,201708077101255,IPS,0 days 07:08:00,0 days 07:06:00,0 days 07:07:00,0 days 07:06:00,0.0,0.0,-60.0,720.0,540.0,0.0,0.0,-60.0,0.0,SMK,MNG,7
4,2017-08-07,LE,201708077101255,MNG,0 days 07:18:00,0 days 07:17:00,0 days 07:18:00,0 days 07:16:00,0.0,-60.0,0.0,540.0,600.0,0.0,-60.0,-180.0,-60.0,IPS,COL,7
5,2017-08-07,LE,201708077101255,COL,0 days 07:30:00,0 days 07:28:00,0 days 07:29:00,0 days 07:25:00,0.0,-180.0,-60.0,600.0,3240.0000000000036,-60.0,0.0,-120.0,,MNG,LST,7
6,2017-08-07,LE,201708077101255,LST,,0 days 08:24:00,,0 days 08:22:00,0.0,-120.0,,3240.0000000000036,,-180.0,-60.0,,,COL,,7
0,2017-08-08,LE,201708087101255,NRW,0 days 06:24:00,,0 days 06:23:00,,0.0,,-60.0,,1020.0,,,-60.0,0.0,,DIS,7
1,2017-08-08,LE,201708087101255,DIS,0 days 06:42:00,0 days 06:41:00,0 days 06:42:00,0 days 06:40:00,0.0,-60.0,0.0,1020.0,660.0,,-60.0,0.0,0.0,NRW,SMK,7
2,2017-08-08,LE,201708087101255,SMK,0 days 06:54:00,0 days 06:53:00,0 days 06:54:00,0 days 06:53:00,0.0,0.0,0.0,660.0,720.0,-60.0,0.0,-60.0,0.0,DIS,IPS,7
3,2017-08-08,LE,201708087101255,IPS,0 days 07:08:00,0 days 07:06:00,0 days 07:08:00,0 days 07:05:00,0.0,-60.0,0.0,720.0,540.0,0.0,0.0,0.0,60.0,SMK,MNG,7
4,2017-08-08,LE,201708087101255,MNG,0 days 07:18:00,0 days 07:17:00,0 days 07:19:00,0 days 07:17:00,0.0,0.0,60.0,540.0,600.0,-60.0,0.0,-60.0,-60.0,IPS,COL,7
5,2017-08-08,LE,201708087101255,COL,0 days 07:30:00,0 days 07:28:00,0 days 07:29:00,0 days 07:27:00,0.0,-60.0,-60.0,600.0,3240.0000000000036,0.0,60.0,0.0,,MNG,LST,7
6,2017-08-08,LE,201708087101255,LST,,0 days 08:24:00,,0 days 08:24:00,0.0,0.0,,3240.0000000000036,,-60.0,-60.0,,,COL,,7
0,2017-08-09,LE,201708097101255,NRW,0 days 06:24:00,,0 days 06:23:00,,0.0,,-60.0,,1020.0,,,-60.0,-60.0,,DIS,7
1,2017-08-09,LE,201708097101255,DIS,0 days 06:42:00,0 days 06:41:00,0 days 06:41:00,0 days 06:40:00,0.0,-60.0,-60.0,1020.0,660.0,,-60.0,-60.0,-60.0,NRW,SMK,7
2,2017-08-09,LE,201708097101255,SMK,0 days 06:54:00,0 days 06:53:00,0 days 06:53:00,0 days 06:52:00,0.0,-60.0,-60.0,660.0,720.0,-60.0,-60.0,-60.0,-60.0,DIS,IPS,7
3,2017-08-09,LE,201708097101255,IPS,0 days 07:08:00,0 days 07:06:00,0 days 07:07:00,0 days 07:05:00,0.0,-60.0,-60.0,720.0,540.0,-60.0,-60.0,0.0,0.0,SMK,MNG,7
